﻿Store,FuelPrice,StoreSize,WeekAvgTemp,Unemployment,Sales,SalesPerSqFt
8.00,3.04,155078.00,39.00,5.89,21908.00,0.14
8.00,3.04,155078.00,39.00,6.28,11051.00,0.07
8.00,3.16,155078.00,37.00,5.77,12839.00,0.08
8.00,3.16,155078.00,37.00,5.77,11907.00,0.08
8.00,3.18,155078.00,44.00,5.77,11923.00,0.08
8.00,3.20,155078.00,44.00,5.77,11337.00,0.07
8.00,3.10,155078.00,35.00,5.90,13690.00,0.09
8.00,3.14,155078.00,35.00,5.90,14437.00,0.09
8.00,3.18,155078.00,44.00,5.90,15436.00,0.10
8.00,3.24,155078.00,44.00,5.90,13294.00,0.09
8.00,3.31,155078.00,50.00,5.90,13361.00,0.09
8.00,3.37,155078.00,52.00,5.90,12863.00,0.08
8.00,3.40,155078.00,53.00,5.90,13019.00,0.08
8.00,3.41,155078.00,55.00,5.90,11828.00,0.08
8.00,3.43,155078.00,56.00,5.82,12736.00,0.08
8.00,3.45,155078.00,62.00,5.82,13766.00,0.09
8.00,3.47,155078.00,62.00,5.82,13163.00,0.08
8.00,3.46,155078.00,62.00,5.82,13392.00,0.09
8.00,3.43,155078.00,65.00,6.09,12392.00,0.08
8.00,3.46,155078.00,62.00,6.09,13449.00,0.09
8.00,3.46,155078.00,67.00,6.09,12982.00,0.08
8.00,3.45,155078.00,71.00,6.09,12478.00,0.08
8.00,3.38,155078.00,76.00,6.09,12434.00,0.08
8.00,3.32,155078.00,77.00,6.09,13275.00,0.09
8.00,3.29,155078.00,80.00,6.09,13004.00,0.08
8.00,3.27,155078.00,80.00,6.09,13560.00,0.09
8.00,3.26,155078.00,84.00,6.09,12535.00,0.08
8.00,3.21,155078.00,80.00,6.05,12807.00,0.08
8.00,3.19,155078.00,79.00,6.05,12676.00,0.08
8.00,3.27,155078.00,79.00,6.05,12499.00,0.08
8.00,3.32,155078.00,81.00,6.05,12204.00,0.08
8.00,3.25,155078.00,83.00,6.05,11869.00,0.08
8.00,3.27,155078.00,83.00,6.05,12933.00,0.08
8.00,3.30,155078.00,82.00,6.05,12240.00,0.08
8.00,3.28,155078.00,79.00,6.05,12972.00,0.08
8.00,3.26,155078.00,78.00,6.05,12853.00,0.08
8.00,3.28,155078.00,81.00,6.05,12555.00,0.08
8.00,3.28,155078.00,70.00,6.05,12476.00,0.08
8.00,3.28,155078.00,70.00,6.05,12808.00,0.08
8.00,3.25,155078.00,71.00,6.05,11688.00,0.08
8.00,3.19,155078.00,67.00,5.99,11725.00,0.08
8.00,3.17,155078.00,62.00,5.89,13478.00,0.09
8.00,3.20,155078.00,62.00,5.89,12694.00,0.08
8.00,3.19,155078.00,63.00,5.89,13323.00,0.09
8.00,3.16,155078.00,56.00,5.89,12706.00,0.08
8.00,3.11,155078.00,55.00,5.89,13736.00,0.09
8.00,3.09,155078.00,51.00,5.89,13101.00,0.08
8.00,3.10,155078.00,50.00,5.89,13000.00,0.08
8.00,3.06,155078.00,50.00,5.89,17397.00,0.11
8.00,3.03,155078.00,46.00,5.89,14094.00,0.09
8.00,3.06,155078.00,38.00,5.89,14816.00,0.10
8.00,3.04,155078.00,43.00,5.89,15974.00,0.10
8.00,3.04,155078.00,39.00,5.89,20889.00,0.13
8.00,3.04,155078.00,39.00,6.28,12265.00,0.08
8.00,3.16,155078.00,37.00,5.52,12283.00,0.08
8.00,3.16,155078.00,37.00,5.77,11850.00,0.08
8.00,3.16,155078.00,37.00,5.77,11628.00,0.07
8.00,3.18,155078.00,44.00,5.77,11444.00,0.07
8.00,3.20,155078.00,44.00,5.77,13444.00,0.09
8.00,3.10,155078.00,35.00,5.90,14386.00,0.09
8.00,3.14,155078.00,35.00,5.90,15225.00,0.10
8.00,3.18,155078.00,44.00,5.90,13265.00,0.09
8.00,3.24,155078.00,44.00,5.90,14004.00,0.09
8.00,3.31,155078.00,50.00,5.90,13716.00,0.09
8.00,3.37,155078.00,52.00,5.90,13160.00,0.08
8.00,3.40,155078.00,53.00,5.90,12670.00,0.08
8.00,3.41,155078.00,55.00,5.90,13129.00,0.08
8.00,3.43,155078.00,56.00,5.82,14955.00,0.10
8.00,3.45,155078.00,62.00,5.82,12817.00,0.08
8.00,3.47,155078.00,62.00,5.82,12828.00,0.08
8.00,3.46,155078.00,62.00,5.82,12933.00,0.08
8.00,3.43,155078.00,65.00,6.09,13389.00,0.09
8.00,3.46,155078.00,62.00,6.09,13531.00,0.09
8.00,3.46,155078.00,67.00,6.09,13440.00,0.09
8.00,3.45,155078.00,71.00,6.09,13164.00,0.08
8.00,3.38,155078.00,76.00,6.09,13350.00,0.09
8.00,3.32,155078.00,77.00,6.09,13659.00,0.09
8.00,3.29,155078.00,80.00,6.09,13484.00,0.09
8.00,3.27,155078.00,80.00,6.09,13036.00,0.08
8.00,3.26,155078.00,84.00,6.09,13109.00,0.08
8.00,3.21,155078.00,80.00,6.05,13374.00,0.09
8.00,3.19,155078.00,79.00,6.05,12906.00,0.08
8.00,3.27,155078.00,79.00,6.05,12882.00,0.08
8.00,3.32,155078.00,81.00,6.05,12511.00,0.08
8.00,3.25,155078.00,83.00,6.05,13192.00,0.09
8.00,3.27,155078.00,83.00,6.05,13489.00,0.09
8.00,3.30,155078.00,82.00,6.05,12809.00,0.08
8.00,3.28,155078.00,79.00,6.05,13377.00,0.09
8.00,3.26,155078.00,78.00,6.05,13945.00,0.09
8.00,3.28,155078.00,81.00,6.05,13708.00,0.09
8.00,3.28,155078.00,70.00,6.05,12622.00,0.08
8.00,3.28,155078.00,70.00,6.05,12432.00,0.08
8.00,3.25,155078.00,71.00,6.05,12822.00,0.08
8.00,3.19,155078.00,67.00,5.99,13949.00,0.09
8.00,3.17,155078.00,62.00,5.89,13442.00,0.09
8.00,3.20,155078.00,62.00,5.89,13048.00,0.08
8.00,3.19,155078.00,63.00,5.89,12738.00,0.08
9.00,3.10,125833.00,42.00,5.89,8863.00,0.07
9.00,3.14,125833.00,40.00,5.89,8773.00,0.07
9.00,3.18,125833.00,50.00,5.89,7867.00,0.06
9.00,3.24,125833.00,51.00,5.89,7403.00,0.06
9.00,3.31,125833.00,54.00,5.89,8052.00,0.06
9.00,3.37,125833.00,57.00,5.89,7970.00,0.06
9.00,3.40,125833.00,59.00,5.89,7835.00,0.06
9.00,3.41,125833.00,60.00,5.89,7698.00,0.06
9.00,3.43,125833.00,62.00,5.80,8794.00,0.07
9.00,3.45,125833.00,67.00,5.80,8678.00,0.07
9.00,3.47,125833.00,68.00,5.80,8096.00,0.06
9.00,3.46,125833.00,67.00,5.80,8145.00,0.06
9.00,3.43,125833.00,71.00,6.10,8195.00,0.07
9.00,3.46,125833.00,67.00,6.10,8486.00,0.07
9.00,3.46,125833.00,72.00,6.10,8213.00,0.07
9.00,3.45,125833.00,75.00,6.10,8581.00,0.07
9.00,3.38,125833.00,79.00,6.10,9150.00,0.07
9.00,3.32,125833.00,81.00,6.10,9933.00,0.08
9.00,3.29,125833.00,83.00,6.10,8860.00,0.07
9.00,3.27,125833.00,83.00,6.10,8696.00,0.07
9.00,3.26,125833.00,86.00,6.10,8632.00,0.07
9.00,3.21,125833.00,83.00,6.04,8394.00,0.07
9.00,3.19,125833.00,84.00,6.04,8090.00,0.06
9.00,3.27,125833.00,83.00,6.04,7901.00,0.06
9.00,3.32,125833.00,86.00,6.04,7585.00,0.06
9.00,3.25,125833.00,87.00,6.04,7811.00,0.06
9.00,3.27,125833.00,89.00,6.04,8714.00,0.07
9.00,3.30,125833.00,88.00,6.04,8309.00,0.07
9.00,3.28,125833.00,83.00,6.04,8322.00,0.07
9.00,3.26,125833.00,85.00,6.04,8590.00,0.07
9.00,3.28,125833.00,87.00,6.04,8517.00,0.07
9.00,3.28,125833.00,76.00,6.04,8081.00,0.06
9.00,3.28,125833.00,76.00,6.04,7724.00,0.06
9.00,3.25,125833.00,76.00,6.04,7425.00,0.06
9.00,3.19,125833.00,71.00,5.97,8126.00,0.06
9.00,3.17,125833.00,66.00,5.86,8280.00,0.07
9.00,3.20,125833.00,68.00,5.86,7455.00,0.06
9.00,3.19,125833.00,68.00,5.86,7645.00,0.06
9.00,3.16,125833.00,62.00,5.86,8480.00,0.07
9.00,3.11,125833.00,59.00,5.86,8353.00,0.07
9.00,3.09,125833.00,58.00,5.86,8681.00,0.07
9.00,3.10,125833.00,56.00,5.86,8664.00,0.07
9.00,3.06,125833.00,56.00,5.86,12801.00,0.10
9.00,3.03,125833.00,53.00,5.86,9636.00,0.08
9.00,3.06,125833.00,43.00,5.86,10133.00,0.08
9.00,3.04,125833.00,50.00,5.86,11233.00,0.09
9.00,3.04,125833.00,45.00,5.86,14086.00,0.11
9.00,3.04,125833.00,45.00,6.31,7416.00,0.06
9.00,3.16,125833.00,42.00,5.71,8049.00,0.06
9.00,3.16,125833.00,41.00,5.71,7388.00,0.06
9.00,3.18,125833.00,48.00,5.71,7323.00,0.06
9.00,3.20,125833.00,50.00,5.71,7599.00,0.06
9.00,3.10,125833.00,42.00,5.89,8645.00,0.07
9.00,3.14,125833.00,40.00,5.89,8956.00,0.07
9.00,3.18,125833.00,50.00,5.89,10016.00,0.08
9.00,3.24,125833.00,51.00,5.89,8412.00,0.07
9.00,3.31,125833.00,54.00,5.89,8469.00,0.07
9.00,3.37,125833.00,57.00,5.89,8351.00,0.07
9.00,3.40,125833.00,59.00,5.89,8310.00,0.07
9.00,3.41,125833.00,60.00,5.89,8024.00,0.06
9.00,3.43,125833.00,62.00,5.80,8403.00,0.07
9.00,3.45,125833.00,67.00,5.80,8915.00,0.07
9.00,3.47,125833.00,68.00,5.80,8523.00,0.07
9.00,3.46,125833.00,67.00,5.80,9008.00,0.07
9.00,3.43,125833.00,71.00,6.10,8584.00,0.07
9.00,3.46,125833.00,67.00,6.10,8939.00,0.07
9.00,3.46,125833.00,72.00,6.10,8696.00,0.07
9.00,3.45,125833.00,75.00,6.10,8359.00,0.07
9.00,3.38,125833.00,79.00,6.10,8933.00,0.07
9.00,3.32,125833.00,81.00,6.10,9318.00,0.07
9.00,3.29,125833.00,83.00,6.10,8872.00,0.07
9.00,3.27,125833.00,83.00,6.10,8868.00,0.07
9.00,3.26,125833.00,86.00,6.10,8979.00,0.07
9.00,3.21,125833.00,83.00,6.04,8662.00,0.07
9.00,3.19,125833.00,84.00,6.04,8508.00,0.07
9.00,3.27,125833.00,83.00,6.04,8547.00,0.07
9.00,3.32,125833.00,86.00,6.04,8057.00,0.06
9.00,3.25,125833.00,87.00,6.04,7991.00,0.06
9.00,3.27,125833.00,89.00,6.04,8808.00,0.07
9.00,3.30,125833.00,88.00,6.04,8529.00,0.07
9.00,3.28,125833.00,83.00,6.04,8584.00,0.07
9.00,3.26,125833.00,85.00,6.04,8614.00,0.07
9.00,3.28,125833.00,87.00,6.04,8785.00,0.07
9.00,3.28,125833.00,76.00,6.04,8393.00,0.07
9.00,3.28,125833.00,76.00,6.04,8069.00,0.06
9.00,3.25,125833.00,76.00,6.04,7796.00,0.06
9.00,3.19,125833.00,71.00,5.97,8072.00,0.06
9.00,3.17,125833.00,66.00,5.86,8654.00,0.07
9.00,3.20,125833.00,68.00,5.86,8274.00,0.07
9.00,3.19,125833.00,68.00,5.86,8570.00,0.07
9.00,3.16,125833.00,62.00,5.86,8571.00,0.07
9.00,3.11,125833.00,59.00,5.86,9490.00,0.08
9.00,3.09,125833.00,58.00,5.86,9438.00,0.08
9.00,3.10,125833.00,56.00,5.86,8475.00,0.07
9.00,3.06,125833.00,56.00,5.86,12345.00,0.10
9.00,3.03,125833.00,53.00,5.86,9290.00,0.07
9.00,3.06,125833.00,43.00,5.86,9697.00,0.08
9.00,3.04,125833.00,50.00,5.86,11024.00,0.09
9.00,3.04,125833.00,45.00,5.86,13717.00,0.11
9.00,3.04,125833.00,45.00,6.31,8590.00,0.07
9.00,3.16,125833.00,41.00,5.36,8119.00,0.06
9.00,3.16,125833.00,42.00,5.71,7661.00,0.06
9.00,3.16,125833.00,41.00,5.71,7621.00,0.06
9.00,3.18,125833.00,48.00,5.71,7658.00,0.06
9.00,3.20,125833.00,50.00,5.71,8870.00,0.07
9.00,3.10,125833.00,42.00,5.89,9678.00,0.08
9.00,3.14,125833.00,40.00,5.89,10296.00,0.08
9.00,3.18,125833.00,50.00,5.89,9090.00,0.07
9.00,3.24,125833.00,51.00,5.89,9833.00,0.08
9.00,3.31,125833.00,54.00,5.89,9426.00,0.07
9.00,3.37,125833.00,57.00,5.89,8600.00,0.07
9.00,3.40,125833.00,59.00,5.89,8884.00,0.07
9.00,3.41,125833.00,60.00,5.89,8984.00,0.07
9.00,3.43,125833.00,62.00,5.80,10934.00,0.09
9.00,3.45,125833.00,67.00,5.80,9331.00,0.07
9.00,3.47,125833.00,68.00,5.80,8482.00,0.07
9.00,3.46,125833.00,67.00,5.80,8737.00,0.07
9.00,3.43,125833.00,71.00,6.10,9611.00,0.08
9.00,3.46,125833.00,67.00,6.10,9558.00,0.08
9.00,3.46,125833.00,72.00,6.10,8929.00,0.07
9.00,3.45,125833.00,75.00,6.10,8686.00,0.07
9.00,3.38,125833.00,79.00,6.10,9120.00,0.07
9.00,3.32,125833.00,81.00,6.10,9550.00,0.08
9.00,3.29,125833.00,83.00,6.10,9107.00,0.07
9.00,3.27,125833.00,83.00,6.10,8784.00,0.07
9.00,3.26,125833.00,86.00,6.10,8787.00,0.07
9.00,3.21,125833.00,83.00,6.04,9488.00,0.08
9.00,3.19,125833.00,84.00,6.04,8516.00,0.07
9.00,3.27,125833.00,83.00,6.04,8290.00,0.07
9.00,3.32,125833.00,86.00,6.04,7872.00,0.06
9.00,3.25,125833.00,87.00,6.04,8474.00,0.07
9.00,3.27,125833.00,89.00,6.04,8689.00,0.07
9.00,3.30,125833.00,88.00,6.04,8632.00,0.07
9.00,3.28,125833.00,83.00,6.04,9392.00,0.07
9.00,3.26,125833.00,85.00,6.04,9157.00,0.07
9.00,3.28,125833.00,87.00,6.04,9126.00,0.07
9.00,3.28,125833.00,76.00,6.04,8581.00,0.07
9.00,3.28,125833.00,76.00,6.04,8212.00,0.07
9.00,3.25,125833.00,76.00,6.04,8328.00,0.07
9.00,3.19,125833.00,71.00,5.97,9631.00,0.08
9.00,3.17,125833.00,66.00,5.86,8865.00,0.07
9.00,3.20,125833.00,68.00,5.86,8742.00,0.07
9.00,3.19,125833.00,68.00,5.86,8726.00,0.07
10.00,3.46,126512.00,53.00,8.24,29241.00,0.23
10.00,3.40,126512.00,50.00,8.24,29406.00,0.23
10.00,3.58,126512.00,57.00,8.24,28179.00,0.22
10.00,3.48,126512.00,53.00,8.24,26405.00,0.21
10.00,3.66,126512.00,59.00,8.24,26495.00,0.21
10.00,3.71,126512.00,60.00,8.24,25885.00,0.20
10.00,3.82,126512.00,65.00,8.24,26309.00,0.21
10.00,3.75,126512.00,65.00,8.24,25588.00,0.20
10.00,3.74,126512.00,67.00,8.05,28901.00,0.23
10.00,3.72,126512.00,69.00,8.05,27960.00,0.22
10.00,3.81,126512.00,67.00,8.05,24679.00,0.20
10.00,3.74,126512.00,74.00,8.05,25062.00,0.20
10.00,3.75,126512.00,75.00,8.47,23876.00,0.19
10.00,3.80,126512.00,74.00,8.47,26321.00,0.21
10.00,3.87,126512.00,79.00,8.47,25112.00,0.20
10.00,3.77,126512.00,80.00,8.47,26023.00,0.21
10.00,3.77,126512.00,79.00,8.47,26091.00,0.21
10.00,3.68,126512.00,85.00,8.47,26458.00,0.21
10.00,3.74,126512.00,89.00,8.47,25740.00,0.20
10.00,3.66,126512.00,88.00,8.47,25523.00,0.20
10.00,3.64,126512.00,91.00,8.47,24222.00,0.19
10.00,3.56,126512.00,92.00,8.21,25637.00,0.20
10.00,3.59,126512.00,89.00,8.21,24927.00,0.20
10.00,3.54,126512.00,87.00,8.21,25390.00,0.20
10.00,3.61,126512.00,86.00,8.21,24422.00,0.19
10.00,3.44,126512.00,86.00,8.21,25105.00,0.20
10.00,3.58,126512.00,89.00,8.21,27073.00,0.21
10.00,3.62,126512.00,88.00,8.21,28043.00,0.22
10.00,3.61,126512.00,87.00,8.21,28331.00,0.22
10.00,3.52,126512.00,88.00,8.21,23665.00,0.19
10.00,3.67,126512.00,86.00,8.21,24532.00,0.19
10.00,3.57,126512.00,84.00,8.21,23569.00,0.19
10.00,3.65,126512.00,82.00,8.21,23517.00,0.19
10.00,3.56,126512.00,84.00,8.21,22672.00,0.18
10.00,3.67,126512.00,83.00,8.07,22546.00,0.18
10.00,3.74,126512.00,76.00,7.94,24277.00,0.19
10.00,3.74,126512.00,73.00,7.94,23340.00,0.18
10.00,3.72,126512.00,72.00,7.94,24170.00,0.19
10.00,3.69,126512.00,71.00,7.94,23854.00,0.19
10.00,3.54,126512.00,70.00,7.94,25099.00,0.20
10.00,3.50,126512.00,58.00,7.94,25620.00,0.20
10.00,3.49,126512.00,61.00,7.94,27453.00,0.22
10.00,3.55,126512.00,60.00,7.94,40833.00,0.32
10.00,3.47,126512.00,57.00,7.94,30838.00,0.24
10.00,3.44,126512.00,52.00,7.94,33497.00,0.26
10.00,3.34,126512.00,53.00,7.94,38516.00,0.30
10.00,3.42,126512.00,52.00,7.94,51357.00,0.41
10.00,3.29,126512.00,49.00,8.44,23712.00,0.19
10.00,3.44,126512.00,48.00,7.73,23484.00,0.19
10.00,3.51,126512.00,48.00,7.73,24096.00,0.19
10.00,3.52,126512.00,57.00,7.73,22980.00,0.18
10.00,3.46,126512.00,54.00,7.73,23830.00,0.19
10.00,3.46,126512.00,53.00,8.24,27719.00,0.22
10.00,3.40,126512.00,50.00,8.24,29381.00,0.23
10.00,3.58,126512.00,57.00,8.24,28862.00,0.23
10.00,3.48,126512.00,53.00,8.24,26959.00,0.21
10.00,3.66,126512.00,59.00,8.24,27578.00,0.22
10.00,3.71,126512.00,60.00,8.24,26486.00,0.21
10.00,3.82,126512.00,65.00,8.24,26177.00,0.21
10.00,3.75,126512.00,65.00,8.24,25219.00,0.20
10.00,3.74,126512.00,67.00,8.05,25037.00,0.20
10.00,3.72,126512.00,69.00,8.05,26725.00,0.21
10.00,3.81,126512.00,67.00,8.05,25095.00,0.20
10.00,3.74,126512.00,74.00,8.05,28237.00,0.22
10.00,3.75,126512.00,75.00,8.47,26023.00,0.21
10.00,3.80,126512.00,74.00,8.47,24883.00,0.20
10.00,3.87,126512.00,79.00,8.47,23792.00,0.19
10.00,3.77,126512.00,80.00,8.47,24584.00,0.19
10.00,3.77,126512.00,79.00,8.47,24208.00,0.19
10.00,3.68,126512.00,85.00,8.47,24551.00,0.19
10.00,3.74,126512.00,89.00,8.47,23836.00,0.19
10.00,3.66,126512.00,88.00,8.47,25249.00,0.20
10.00,3.64,126512.00,91.00,8.47,23449.00,0.19
10.00,3.56,126512.00,92.00,8.21,24325.00,0.19
10.00,3.59,126512.00,89.00,8.21,23607.00,0.19
10.00,3.54,126512.00,87.00,8.21,24654.00,0.19
10.00,3.61,126512.00,86.00,8.21,25715.00,0.20
10.00,3.44,126512.00,86.00,8.21,24589.00,0.19
10.00,3.58,126512.00,89.00,8.21,26199.00,0.21
10.00,3.62,126512.00,88.00,8.21,26266.00,0.21
10.00,3.61,126512.00,87.00,8.21,27151.00,0.21
10.00,3.52,126512.00,88.00,8.21,24344.00,0.19
10.00,3.67,126512.00,86.00,8.21,24090.00,0.19
10.00,3.57,126512.00,84.00,8.21,23202.00,0.18
10.00,3.65,126512.00,82.00,8.21,22929.00,0.18
10.00,3.56,126512.00,84.00,8.21,23745.00,0.19
10.00,3.67,126512.00,83.00,8.07,22297.00,0.18
10.00,3.74,126512.00,76.00,7.94,24836.00,0.20
10.00,3.74,126512.00,73.00,7.94,23677.00,0.19
10.00,3.72,126512.00,72.00,7.94,24249.00,0.19
10.00,3.69,126512.00,71.00,7.94,24271.00,0.19
10.00,3.54,126512.00,70.00,7.94,26451.00,0.21
10.00,3.50,126512.00,58.00,7.94,28841.00,0.23
10.00,3.49,126512.00,61.00,7.94,25604.00,0.20
10.00,3.55,126512.00,60.00,7.94,39868.00,0.32
10.00,3.47,126512.00,57.00,7.94,28724.00,0.23
10.00,3.44,126512.00,52.00,7.94,33278.00,0.26
10.00,3.34,126512.00,53.00,7.94,35986.00,0.28
10.00,3.42,126512.00,52.00,7.94,48444.00,0.38
10.00,3.29,126512.00,49.00,8.44,26815.00,0.21
10.00,3.39,126512.00,52.00,7.22,23710.00,0.19
10.00,3.44,126512.00,48.00,7.73,23772.00,0.19
10.00,3.51,126512.00,48.00,7.73,23272.00,0.18
10.00,3.52,126512.00,57.00,7.73,22060.00,0.17
10.00,3.46,126512.00,54.00,7.73,25936.00,0.21
10.00,3.46,126512.00,53.00,8.24,30392.00,0.24
10.00,3.40,126512.00,50.00,8.24,29708.00,0.23
10.00,3.58,126512.00,57.00,8.24,28724.00,0.23
10.00,3.48,126512.00,53.00,8.24,27265.00,0.22
10.00,3.66,126512.00,59.00,8.24,27393.00,0.22
10.00,3.71,126512.00,60.00,8.24,26817.00,0.21
10.00,3.82,126512.00,65.00,8.24,25171.00,0.20
10.00,3.75,126512.00,65.00,8.24,25219.00,0.20
10.00,3.74,126512.00,67.00,8.05,29635.00,0.23
10.00,3.72,126512.00,69.00,8.05,27426.00,0.22
10.00,3.81,126512.00,67.00,8.05,25031.00,0.20
10.00,3.74,126512.00,74.00,8.05,24127.00,0.19
10.00,3.75,126512.00,75.00,8.47,25653.00,0.20
10.00,3.80,126512.00,74.00,8.47,25244.00,0.20
10.00,3.87,126512.00,79.00,8.47,25645.00,0.20
10.00,3.77,126512.00,80.00,8.47,25788.00,0.20
10.00,3.77,126512.00,79.00,8.47,24548.00,0.19
10.00,3.68,126512.00,85.00,8.47,26293.00,0.21
10.00,3.74,126512.00,89.00,8.47,25879.00,0.20
10.00,3.66,126512.00,88.00,8.47,25440.00,0.20
10.00,3.64,126512.00,91.00,8.47,24049.00,0.19
10.00,3.56,126512.00,92.00,8.21,25437.00,0.20
10.00,3.59,126512.00,89.00,8.21,24867.00,0.20
10.00,3.54,126512.00,87.00,8.21,26714.00,0.21
10.00,3.61,126512.00,86.00,8.21,25966.00,0.21
10.00,3.44,126512.00,86.00,8.21,27706.00,0.22
10.00,3.58,126512.00,89.00,8.21,27253.00,0.22
10.00,3.62,126512.00,88.00,8.21,25744.00,0.20
10.00,3.61,126512.00,87.00,8.21,24514.00,0.19
10.00,3.52,126512.00,88.00,8.21,23576.00,0.19
10.00,3.67,126512.00,86.00,8.21,24404.00,0.19
10.00,3.57,126512.00,84.00,8.21,23431.00,0.19
10.00,3.65,126512.00,82.00,8.21,23547.00,0.19
10.00,3.56,126512.00,84.00,8.21,23540.00,0.19
10.00,3.67,126512.00,83.00,8.07,24095.00,0.19
10.00,3.74,126512.00,76.00,7.94,23478.00,0.19
10.00,3.74,126512.00,73.00,7.94,24095.00,0.19
10.00,3.72,126512.00,72.00,7.94,24227.00,0.19
11.00,3.10,207499.00,52.00,6.96,21222.00,0.10
11.00,3.14,207499.00,51.00,6.96,22495.00,0.11
11.00,3.18,207499.00,58.00,6.96,21173.00,0.10
11.00,3.24,207499.00,60.00,6.96,18823.00,0.09
11.00,3.31,207499.00,60.00,6.96,20380.00,0.10
11.00,3.37,207499.00,63.00,6.96,18759.00,0.09
11.00,3.40,207499.00,67.00,6.96,19214.00,0.09
11.00,3.41,207499.00,65.00,6.96,17300.00,0.08
11.00,3.43,207499.00,69.00,6.90,20086.00,0.10
11.00,3.45,207499.00,71.00,6.90,20421.00,0.10
11.00,3.47,207499.00,72.00,6.90,18637.00,0.09
11.00,3.46,207499.00,71.00,6.90,18605.00,0.09
11.00,3.43,207499.00,75.00,7.19,17462.00,0.08
11.00,3.46,207499.00,73.00,7.19,18748.00,0.09
11.00,3.46,207499.00,77.00,7.19,18097.00,0.09
11.00,3.45,207499.00,78.00,7.19,18166.00,0.09
11.00,3.38,207499.00,81.00,7.19,18323.00,0.09
11.00,3.32,207499.00,82.00,7.19,19947.00,0.10
11.00,3.29,207499.00,83.00,7.19,19700.00,0.09
11.00,3.27,207499.00,84.00,7.19,18824.00,0.09
11.00,3.26,207499.00,86.00,7.19,18029.00,0.09
11.00,3.21,207499.00,84.00,7.08,18878.00,0.09
11.00,3.19,207499.00,85.00,7.08,18553.00,0.09
11.00,3.27,207499.00,84.00,7.08,18704.00,0.09
11.00,3.32,207499.00,86.00,7.08,17527.00,0.08
11.00,3.25,207499.00,87.00,7.08,18385.00,0.09
11.00,3.27,207499.00,88.00,7.08,20142.00,0.10
11.00,3.30,207499.00,89.00,7.08,20358.00,0.10
11.00,3.28,207499.00,87.00,7.08,20727.00,0.10
11.00,3.26,207499.00,88.00,7.08,19283.00,0.09
11.00,3.28,207499.00,87.00,7.08,18897.00,0.09
11.00,3.28,207499.00,82.00,7.08,17592.00,0.08
11.00,3.28,207499.00,81.00,7.08,17618.00,0.08
11.00,3.25,207499.00,79.00,7.08,16958.00,0.08
11.00,3.19,207499.00,78.00,7.06,16655.00,0.08
11.00,3.17,207499.00,72.00,6.93,18746.00,0.09
11.00,3.20,207499.00,74.00,6.93,17279.00,0.08
11.00,3.19,207499.00,73.00,6.93,16954.00,0.08
11.00,3.16,207499.00,70.00,6.93,17319.00,0.08
11.00,3.11,207499.00,65.00,6.93,19599.00,0.09
11.00,3.09,207499.00,63.00,6.93,18052.00,0.09
11.00,3.10,207499.00,62.00,6.93,18730.00,0.09
11.00,3.06,207499.00,66.00,6.93,25842.00,0.12
11.00,3.03,207499.00,60.00,6.93,19722.00,0.10
11.00,3.06,207499.00,53.00,6.93,22674.00,0.11
11.00,3.04,207499.00,58.00,6.93,26724.00,0.13
11.00,3.04,207499.00,55.00,6.93,33424.00,0.16
11.00,3.04,207499.00,52.00,7.38,16743.00,0.08
11.00,3.16,207499.00,53.00,6.83,16842.00,0.08
11.00,3.16,207499.00,50.00,6.83,17064.00,0.08
11.00,3.18,207499.00,56.00,6.83,16968.00,0.08
11.00,3.20,207499.00,58.00,6.83,15720.00,0.08
11.00,3.10,207499.00,52.00,6.96,20617.00,0.10
11.00,3.14,207499.00,51.00,6.96,20569.00,0.10
11.00,3.18,207499.00,58.00,6.96,22533.00,0.11
11.00,3.24,207499.00,60.00,6.96,19188.00,0.09
11.00,3.31,207499.00,60.00,6.96,20282.00,0.10
11.00,3.37,207499.00,63.00,6.96,19052.00,0.09
11.00,3.40,207499.00,67.00,6.96,20171.00,0.10
11.00,3.41,207499.00,65.00,6.96,17823.00,0.09
11.00,3.43,207499.00,69.00,6.90,17981.00,0.09
11.00,3.45,207499.00,71.00,6.90,18963.00,0.09
11.00,3.47,207499.00,72.00,6.90,18235.00,0.09
11.00,3.46,207499.00,71.00,6.90,19830.00,0.10
11.00,3.43,207499.00,75.00,7.19,19675.00,0.09
11.00,3.46,207499.00,73.00,7.19,18492.00,0.09
11.00,3.46,207499.00,77.00,7.19,18257.00,0.09
11.00,3.45,207499.00,78.00,7.19,17707.00,0.09
11.00,3.38,207499.00,81.00,7.19,17384.00,0.08
11.00,3.32,207499.00,82.00,7.19,18924.00,0.09
11.00,3.29,207499.00,83.00,7.19,18780.00,0.09
11.00,3.27,207499.00,84.00,7.19,19107.00,0.09
11.00,3.26,207499.00,86.00,7.19,17670.00,0.09
11.00,3.21,207499.00,84.00,7.08,18535.00,0.09
11.00,3.19,207499.00,85.00,7.08,18798.00,0.09
11.00,3.27,207499.00,84.00,7.08,18094.00,0.09
11.00,3.32,207499.00,86.00,7.08,17925.00,0.09
11.00,3.25,207499.00,87.00,7.08,17579.00,0.08
11.00,3.27,207499.00,88.00,7.08,19763.00,0.10
11.00,3.30,207499.00,89.00,7.08,19626.00,0.09
11.00,3.28,207499.00,87.00,7.08,20904.00,0.10
11.00,3.26,207499.00,88.00,7.08,18376.00,0.09
